id,text,dataset,anger,fear,joy,sadness,disgust,surprise,primary_anger,secondary_anger,primary_disgust,secondary_disgust,primary_fear,secondary_fear,primary_joy,secondary_joy,primary_sadness,secondary_sadness,primary_surprise,secondary_surprise
22179,"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. ",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22180,"Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22181,@icuminhoesasses Think about it if he need white peoples votes wouldn't just reach out about things that only concern them &amp; leave out rest?,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22182,"@jamieyates That's what we strive for, Jamie! Please don't hesitate to reach out if you have any questions along the way. 🙂",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22183,The Pats are awesome. Belichick is awesome ...they just are. ,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22184,The Pats are awesome. Belichick is awesome ...they just are. #awestruck,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22185,"Rojo is just terrible, how is he in our team 😂😂",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22186,@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke #panic,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22187,@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke ,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22188,@LeafyIsHere will showing off biceps scare you?,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22189,"I feel really nervous, or anxious. Idk. My leg keeps shaking. Hmm",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22190,No but that's so cute. Atsu was probably shy about photos before but cherry helped her out uwu,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22191,@torreBe Te gusta American horror story y The walking dead?,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22192,Don't think I'll ever get used to this 6:30 alarm 😩💤,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22193,@GOtvNg CN seems like you only appreciate good reviews. No apologies to my concern years ago.,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22194,Yellow Submarine is under tremendous pressure from Los Blancos. #WaveAfterWave #RMAVIL,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22195,My roommate: it's okay that we can't spell because we have autocorrect. #terrible #firstworldprobs,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22196,My roommate: it's okay that we can't spell because we have autocorrect.  #firstworldprobs,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22197,@scotydoesntkn0 start buying Death Wish Coffee and shake hands with espresso every now and then.,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22198,@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22199,@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of  #UriAttack,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22200,Last @LGCanada product I buy - I promise! Absolutely #terrible #CustomerService,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22201,Last @LGCanada product I buy - I promise! Absolutely  #CustomerService,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22202,SO many great pics from the show in Tokyo😍 I like all his outfits now except the lace one w those horrible pants....💁,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22203,Angel got me nervous out here 😷,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22204,When your friends want to go out drinking but you know you gonna have to say no because social #anxiety runs your life,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22205,@_Hallospaceboy_ @DailyGrindhouse  I respect when someone can give a second chance to a movie they aren't a fan of. Why #horror is diverse.,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22206,I wish harry would start tweeting people again,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22207,Onus is on #Pak to act against #terror groups which find safe havens and all types of support for cross border terror: #MEA,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22208,"@DunsScottus @FaithNGuns @buggazing @Patriot_Musket Yep, Owen Garriott told me it was ghastly. None of his peeps ever had it :)",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22209,"“It is not #death, that most people are #afraid of. It is getting to the end of #life only to realize that you never truly #lived.”",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22210,"@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and ",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22211,"@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and #terrorism",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22212,@skyfootball manchester united...still untrusted iam afraid i might loose my bet,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22213,"@ccgdavidson I remember being awestruck looking around thinking, 'You could fit the entire population of our town in here ten times over.'",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22214,"Any #entrenepuers, #start ups, #SME's out there looking for proactive #accountancy, #tax and #business advice? We can help. Get in touch.",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22215,"@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. 😐 #lies #terrible #whereismyfurniture",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22216,"@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. 😐 #lies  #whereismyfurniture",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22217,Why does having anxiety drain some much of your energy #anxiety #sotired #needtosleepforhours,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22218,Why does having anxiety drain some much of your energy  #sotired #needtosleepforhours,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22219,"i hope this comes back to haunt you, then maybe you would know just how it felt to be like me at my lowest",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22220,Insomniacs can't get sleep cuz they are too guilty about all the horrible shit they do. I'm a complete sociopath n sleep like a baby.,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22221,"BibleMotivate: Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfu…",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22222,Just got done watching Jeepers Creepers it was epic #horror #horrormoviesarebest #movies #movie #horrorfilm 🎬📽🎬,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22223,@tweetingacct @amandacarpenter @TeamTrump the 'pledge' would have never have to be made if petulant child POStrump didn't threaten to run,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22224,today afghanistan tell us where the terrorism is planned whaaaooo#UNGA,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22225,World wants #peace from #terrorism #WorldPeaceDay #internationaldayofpeace,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22226,World wants #peace from  #WorldPeaceDay #internationaldayofpeace,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22227,"Bake off on TV and the Match on my phone, what a nightmare I'm so stressed #GBBO #NTFCVMUFC",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22228,Completely blown away by @EvaNoblezada @alistairbrammer @JonJonBriones and the cast of @MissSaigonUK tonight. #fathomevents #speechless #awe,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22229,Completely blown away by @EvaNoblezada @alistairbrammer @JonJonBriones and the cast of @MissSaigonUK tonight. #fathomevents #speechless ,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22230,"#Never be #afraid to #start over, it's a #new #chance to #rebuild what you want! 🔨🔩🏢",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22231,I wish you stayed in Da Gump I'll make you panic like the last rapper,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22232,ppl talking about diets and i am feeling #terrible hahaha,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22233,"@stephtikkanen oh so true, so true. #shudder",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22234,"@stephtikkanen oh so true, so true. ",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22235,"don't worry mary berry, my banter is as dry as old boots x",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22236,It's about time I start taking my own advice,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22237,@qdoba omg I'm so slow bc my eng is not very well and my hands are shaking uhh help meee I'm like this lil chicken now 🐥#MoreisBetter,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22238,@Takadad2 Hahaha!\rHe is a bully though!\rLike really a bully.\rOnly Sugita tamed the bully in him.,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22239, Look for #contrasts....#behaviour may be a #camouflage....garments a #shell....a #bully may be a #baby inside.....' - Prof Caroline Taylor,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22240,#ADHD &amp; #anxiety are #IRRELEVANT\nAnyone will be #EVICTED if a significant amount of rent HAS NOT BEEN PAID \n#mentalhealth aside\n#CantPay,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22241,i met with an employment specialist this morning &amp; she basically told me its unlikely i'll get a job because i clearly have too much anxiety,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22242,McDavid breakaway. Lundqvist with a tremendous save.,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22243,Seeing huge or really full  backpacks on people fills me with anxiety,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22244,In other news. My legs hurt. #running #5kin26mins  #flatfeet,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22245,In other news. My legs hurt. #running #5kin26mins #dreadful #flatfeet,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22246,"@01Starblazer 9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL ",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22247,"@01Starblazer 9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL #awful",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22248,I'm shaking now.,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22249,me: are you guys dating yet #trans #nervous #blowjobs #TFB dating in mack north ohio Bewdley,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22250,"She: Why are you listening to The Eurythmics?\nMe: It's a Polish Gothic Metal band.\nShe: Why do I even ask... (exits room, shaking head)",test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22251,and claimed that all of the same things could scare us\nbut we were tough because of ancestry,test.gold,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
30902,"You must be knowing #blithe means (adj.)  Happy, cheerful.",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30903,Old saying 'A #smile shared is one gained for another day' @YEGlifer @Scott_McKeen,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30904,Bridget Jones' Baby was bloody hilarious 😅 #BridgetJonesBaby,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30905,@Elaminova sparkling water makes your life sparkly,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30906,I'm tired of everybody telling me to chill out and everythings ok. no the fuck its not. I'm tired of faking a a fucking smile,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30907,#GBBO can cheer me up ☺️,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30908,"&amp; as much as I hate for a dude to cheat, women forego pleasing their man, they get lazy &amp; men get lazy &amp; then it's just pointless",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30909,@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay #happyjinyoungday #got7  #birthday,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30910,@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay  #happyjinyoungday #got7 #happy #birthday,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30911,The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n #optimism #inspire,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30912,The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n  #inspire,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30913,"Watching football matches without commentary is something that I rejoice, found a transmission of City’s match like that today, joyful.",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30914,#twd comes on soon #happy,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30915,#twd comes on soon ,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30916,@TauDeltaPhiDK THANK YOU FOR MY OBAMA CUT OUT!!!!!! I am elated that he's back home😍,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30917,"@DDogsScout 'Oh!' Almost with odd cheerfulness, Big Boss offers: 'Muzzle flash blinding. Accidental by the guy who became my best friend.'",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30918,Gemma Simmons is the bright spot of the premiere so far. #AgentsofSHIELD,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30919,This is a beautiful day that the Lord has made. I will rejoice and be glad!!!,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30920,Watch this amazing live.ly broadcast by @kelli.peterson #lively #musically.   Come WATCH,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30921,"Sometimes I like to talk about my sadness.  Other times, I just want to be distracted by friends, laughter, shopping, eating...  \n\n#MHChat",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30922,Oi @THEWIGGYMESS you've absolutely fucking killed me.. 30 mins later im still crying with laughter.. Grindah.. Grindah... 🤓  hahahahahahaha,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30923,So happy I live in NYC! See you tomorrow .....@SamHeughan @Barbour,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30924,"Accept the challenges, so that you may feel the exhilaration of victory.",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30925,For what a beautiful day. #elated,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30926,For what a beautiful day. ,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30927,@Langston_Hunter Yeah bro it eas hella exhilarating,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30928,sometimes im sad then remember Margaret Thatcher is dead and then i rejoice,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30929,This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any ,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30930,This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any #optimism,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30931,@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?  #optimism,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30932,Martin Roth leaving V&amp;A shoes the effects of #Brexit: bright and talented foreigners made to feel unwelcome and leaving U.K. #c4news,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30933,one thing I can say is that you kept me smiling,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30934,#blackish always has me #rollin #hilarious,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30935,#blackish always has me #rollin ,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30936,How is your toddler coping with the new arrival? Has he tried killing her yet?' they cheerfully ask.,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30937,American Schools are lively,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30938,Drawing mini-comics is joyful; folding mini-comics is meditative and relaxing. I think I need to do them for more than just Halloween...,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30939,"@Malkarii_ Korgoth of Barbaria for brutality, King Julian for hilarity, and Ariel... Because hot...",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30940,"i love those #memories that randomly pop\ninto my head , have me #smiling like an\n#idiot for ages 󾌴",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30941,"@TurtleTitan2003 (She laughed a bit. Of course it was! Aria shook her head, calming her mirth so she could listen to Mikey.) No, actually. +",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30942,@IreneEstry can't wait to see you Hun #cuddles #gossip #laughter,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30943,@IreneEstry can't wait to see you Hun #cuddles #gossip ,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30944,God hears your voice optimism at the moment that you think that everything has failed you ✨.,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30945,My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky #happy,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30946,My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky ,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30947,Love this! Laughing while crying works too! #katherinemansfield #failure #laughter #dealingwithfailure,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30948,Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30949,"They tend to loosen up a bit when drunk, and can seem pretty cheerful.",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30950,🍦🎿 god chirp this burp 🎿🍦,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30951,"We so elated, we celebrated like Obama waited until his last day in office to tell the nation, brothers is getting their reparations",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30952,angel delight is my everything,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30953,I just want to let everyone out there know you are wonderful people! #beyourself #happy #cheerful #late-night #compliment #behappy,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30954,I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30955,#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter! #hilarious #cleverpeople,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30956,#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter!  #cleverpeople,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30957,"@paraplyene @soupper i just read it and it's so fun??!!!! So lighthearted and cheerful, i was right, it's a double cavity for me.",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30958,I'm at the point in my life that I'm playing Christmas music in my room because i need winter and joyful times rn,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30959,"Luis Ortiz ducked by Ustinov which means fights off, and he left @GoldenBoyBoxing future not looking to bright for Ortiz #boxing",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30960,Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30961,"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO #hilarious",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30962,"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO ",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30963,Happy Birthday @Brooke56_56 #cheer #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30964,The little sniffle at the end of the song gets me every time. #rejoice,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30965,The little sniffle at the end of the song gets me every time. ,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30966,"I mean, is she supposed to seem joyous when she's talking Rodrigo Duterte, ISIS, the American economy, etc.? Think about what you're saying.",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30967,@XenoStateOfMind yes\n\nmake her smile and be happy\nshe deserves happiness,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30968,Keep smiling :),test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30969,Ever wake up and instantly feel happy?,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30970,@jpodhoretz I still respect you. I suppose there is so little to be gleeful about these days so take what you can. Good for you.,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30971,@amstrado_CPC @ShittySUFanart the single tear is him being joyous that he's deleted the monster that has brought generations of despair,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30972,"#Quoteoftheday\r\r'If you don't do #wild things while you're young, you'll have nothing to #smile about when you're old.'\r\r#dailyquote #quotes",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30973,All the bright places :(,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30974,I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30975,I'm the reason I smile everyday 💯,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30976,"@NoorBazzi14 lowkey I want to go just to chirp Anna LOL but say hi to Atkins for me!! One of my favourite coaches, he's smart and caring",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30977,It's all about #redwine and #glee,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30978,It's all about #redwine and ,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30979,"@tabstamlyn @lara_hunt1 I will, next time I'll make sure everything is sparkling clean",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30980,Take my kindness for weakness when you acting silly keeping it 100 ain't your forté  #ChrisBrown #TeamBreezy,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30981,Take my kindness for weakness when you acting silly keeping it 100 ain't your forté #breezy #ChrisBrown #TeamBreezy,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30982,"I envy the relentless, your cheerful smile aimed at the pouring rain, your positive attitude is an art you have continually mastered.",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30983,"I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy.",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30984,Anyone who drinks sparkling water is a demon,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30985,Modern family never fails to cheer me up. Especially Phil.,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30986,#smile #instagramers : #Selfie#BestMeSelfie#Me#Smile#BestMeCameraIsGreat#EmojiGrid#LikeforLike#Friend#Girl#Boy#Tattoos#Family#6Pack#G...,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30987,@Author_LB Awesome. My 9 yr old grandson runs cross country. No Simon Whitfield but still a lot of fun cheering him on.,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30988,18' \nMichael Carrick as struck the back of the net much to the delight of under pressure man u fanz and MOU...,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30989,"@ruthwalford95 you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st #optimism",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30990,"@ruthwalford95 you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st ",test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30991,@ditzkoff @jpodhoretz There’s not a metaphor in the world that will get at the hilarity of jpod pronouncing on humor.,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30992,Successful people always have two things on their lips #silence nd #smile smile to avoid problems nd silence to avoid the problems too,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30993,in geometry today hannah started crying of laughter because ms. canning said 'pp' lol,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30994,@WHUFC_HUB @westhamtransfer @TheHammers_ I don't see any reason for optimism at this point. Just stringing together bad performances.,test.gold,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
