id,text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,dataset,platform,primary_anger,secondary_anger,primary_disgust,secondary_disgust,primary_fear,secondary_fear,primary_joy,secondary_joy,primary_sadness,secondary_sadness,primary_surprise,secondary_surprise,nulls
2017-En-11152,@kjwinston11 2.  the N-word. But I think all Afr-Am are entitled to it: we shouldn't take away from them the insult they have claimed back.,True,False,True,False,False,False,False,False,True,False,False,train,twitter,True,True,True,True,False,False,False,False,True,True,False,False,0
2017-En-30141,@imDevinLopez happy bday bro! 👌🏻,False,False,False,False,True,True,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-21098,@aidankerrpol I think you should do. Get the fashion police involved. ,False,True,True,False,False,False,True,False,False,False,False,train,twitter,False,False,True,True,False,False,False,True,False,False,False,False,0
2017-En-41082,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride",True,False,True,False,False,False,False,True,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,True,False,False,0
2017-En-10113,I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.,True,False,True,False,False,False,False,False,True,False,False,train,twitter,True,True,True,True,False,False,False,False,True,True,False,False,0
2017-En-31258,Evening all. Don't forget it's #RobinHoodHour TONIGHT 🏹\n\n#bizitalk #bizhour #southyorkshire #MansfieldHour #chirp #sheffieldHour #NottsHour,False,True,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-40383,"236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots",False,False,False,False,False,False,False,True,False,False,False,train,twitter,False,False,False,False,False,False,False,False,False,True,False,False,0
2017-En-10693,I can't even right now #bb18 ,True,False,True,False,False,False,False,False,True,False,False,train,twitter,True,True,True,True,False,False,False,False,True,True,False,False,0
2017-En-31094,"ninaturner: Mine too. With what is happening in country, I needed this moment of levity bernblade LisaVikingstad",False,True,False,False,False,False,False,False,True,False,False,train,twitter,False,False,False,False,False,False,False,True,True,True,False,False,0
2017-En-10112,I'm just a fuming ball of anger today 🙃,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-20136,This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. ,False,True,False,True,False,False,False,False,False,True,False,train,twitter,False,False,False,False,True,True,False,True,False,False,True,True,0
2017-En-10443,Indignation: [whispers to date during that terrific Lerman/Letts centerpiece scene] That's his overwhelming sense of indignation.,False,False,False,False,False,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,False,True,False,False,False,False,0
2017-En-20173,my husband lost £800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care #nightmare #airbnbnightmare,True,False,False,False,False,False,False,False,True,False,False,train,twitter,True,True,False,False,False,False,False,False,True,True,False,False,0
2017-En-20360,@CP24 And I hope when the police met him at the subway that they took him straight to jail 😕 ,True,False,True,True,False,False,True,False,True,False,False,train,twitter,True,True,True,True,True,True,False,True,True,True,False,False,0
2017-En-21871,"@OddNMacabre One day I'm drinking a bottle of nyquil, the other I'm sleeping zero. My lovely #horror fam, which should i watch? 🎩",False,True,False,True,True,False,False,False,False,False,False,train,twitter,False,False,False,False,True,True,True,True,False,False,False,False,0
2017-En-40911,"6 might be a serious number, but 10 sounds better. Wild card race!!",False,True,False,False,False,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,False,True,False,False,False,False,0
2017-En-10275,sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;,True,False,True,False,False,False,False,False,True,False,False,train,twitter,True,True,True,True,False,False,False,False,True,True,False,False,0
2017-En-20535,Still salty about that fire alarm at 2am this morning.,True,False,True,False,False,False,False,False,True,False,False,train,twitter,True,True,True,True,False,False,False,False,True,True,False,False,0
2017-En-40363,@realDonaldTrump negative campaign of doom and gloom don't win elections,True,False,True,False,False,False,False,True,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,True,False,False,0
2017-En-40878,@BitcoinBelle @pamelawjd Start mournful then kick into major key in last verse where good guys win? (Or just change words in existing song?),False,False,False,False,False,False,False,True,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-40790,All I want to do is watch some netflix but I am stuck here in class. #depressing,False,False,False,False,False,False,False,True,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-40083,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,False,False,False,False,False,False,False,False,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-20035,I was literally shaking getting the EKG done lol 🙄,False,False,False,True,True,False,False,False,False,False,False,train,twitter,False,False,False,False,True,True,True,True,False,False,False,False,0
2017-En-11063,Police don't wanna be called pigs but they keep actin like em....honestly that's even an insult to pigs,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-40734,Isaiah 40:31\nthose who trust in the Lord will find new strength.\nThey will soar high on wings like eagles.\nThey will run and not grow weary.,False,False,False,False,True,False,True,False,False,False,True,train,twitter,False,False,False,False,False,False,True,True,False,False,False,True,0
2017-En-31367,@sardesairajdeep @narendramodi. U seem 2 b more happy abt the dvlpt Nything dat fails for Modi make u elated even @the cost of de country?,False,False,True,False,True,False,False,False,True,False,False,train,twitter,False,False,True,True,False,False,True,True,True,True,False,False,0
2017-En-30947,Love this! Laughing while crying works too! #katherinemansfield #failure #laughter #dealingwithfailure,False,False,False,False,True,True,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-41419,@AniahROSE I know smh. My heart sunk into my stomach.,False,False,False,True,False,False,False,False,True,False,False,train,twitter,False,False,False,False,True,True,False,False,True,True,False,False,0
2017-En-20383,"can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header !",True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-11119,"Y'all bitches be so angry and bitter, that must truly suck lol",True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-10097,@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay,True,False,True,False,False,False,False,False,True,False,False,train,twitter,True,True,True,True,False,False,False,False,True,True,False,False,0
2017-En-21483,@Darren32895836 @FatimaFatwa it would be a great opportunity to settle the globe down.. #fear does wonders..,False,False,False,True,True,False,True,False,False,False,False,train,twitter,False,False,False,False,True,True,True,True,False,False,False,False,0
2017-En-41078,Today you visited me in my dreams and even though you aren't physically gone I still mourn you,False,False,False,False,False,False,False,True,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-31429,"A lot of positives tonight. A clean sheet, Payet got some free kick practice, Zaza looked lively and made a lot of good runs",False,False,False,False,True,False,True,False,False,False,True,train,twitter,False,False,False,False,False,False,True,True,False,False,False,True,0
2017-En-21394,"I wish I could fast forward 3 months from now, I'll know then where I'm at with my girl, my classes, and basketball. Rn I have pure ",False,True,False,False,False,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,False,True,False,False,False,False,0
2017-En-40216,@TaylaStJames it happens and Vegas isn't the only origin thats prevelant #sadly,False,False,False,False,False,False,False,False,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-10104,@kingvee_ don't provoke me to anger,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-41469,@JohnVerdejo Mannn I can't count how many times I've had the '#PR's power grid needs some serious updating' conversation...,False,False,True,False,False,False,False,False,False,False,False,train,twitter,False,False,True,True,False,False,False,False,False,False,False,False,0
2017-En-40289,Dylon felt dejected. He has a dejected aunt!,True,False,False,False,False,False,False,True,True,False,False,train,twitter,True,True,False,False,False,False,False,False,True,True,False,False,0
2017-En-21893,@WelshGasDoc @PlaidCymru supporter @reesmarshall239 #prejudice against #disabled people #disabledlivesmatter #bully #bbcnews #skynews,True,False,False,False,False,False,False,False,True,False,False,train,twitter,True,True,False,False,False,False,False,False,True,True,False,False,0
2017-En-20644,@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather ,False,False,True,False,False,False,False,False,True,False,False,train,twitter,False,False,True,True,False,False,False,False,True,True,False,False,0
2017-En-10238,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-31408,Always hurting somewhere..... ALWAYS tired ....when are you lively ??,False,False,False,False,False,False,False,True,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-21312,what to wear Friday \nspeaking in front of 100's.   #nervous,False,False,False,True,False,False,False,True,False,False,False,train,twitter,False,False,False,False,True,True,False,False,False,True,False,False,0
2017-En-31134,Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!,False,True,False,False,True,False,True,False,False,False,True,train,twitter,False,False,False,False,False,False,True,True,False,False,False,True,0
2017-En-21865,Go away please ... I'm begging »»» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench,False,False,False,True,False,False,False,True,True,False,False,train,twitter,False,False,False,False,True,True,False,False,True,True,False,False,0
2017-En-21976,@The_East_End And the air raid alarm was actually false.  There was no attack inbound at the time.,False,False,False,True,False,False,False,False,False,False,False,train,twitter,False,False,False,False,True,True,False,False,False,False,False,False,0
2017-En-11051,"if u have time 2 open a snap, u have time 2 respond",True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-20941,#smackdev #ptp #start word,False,False,False,False,False,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,False,False,False,False,False,False,1
2017-En-40157,"@Jay_2752 thank you, I shall mourn her",False,False,False,False,False,False,False,False,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-21984,Let's refuse to live in #fear - #sotoventures,False,False,False,True,False,False,True,False,False,False,False,train,twitter,False,False,False,False,True,True,False,True,False,False,False,False,0
2017-En-21283,and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets ,False,True,False,False,True,False,False,False,False,True,False,train,twitter,False,False,False,False,False,False,True,True,False,False,True,True,0
2017-En-40291,Once I have sent a pitch to a brand I close all tabs relevant to them instantly. Thats the kind of detachment I create for myself. #serious,False,False,False,False,False,False,False,False,True,True,False,train,twitter,False,False,False,False,False,False,False,False,True,True,True,True,0
2017-En-10971,Fast and furious 6 this Monday 10 pm on mbc 2 😍😍😍😍😍😍😍,False,True,False,False,True,True,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-11225,Living life so relentless,False,False,False,False,False,False,False,True,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-21194,also i had an awful nightmare involving being sick where worms were involved i was so disgusted when i woke up,False,False,True,True,False,False,False,False,True,False,False,train,twitter,False,False,True,True,True,True,False,False,True,True,False,False,0
2017-En-21490,something incredibly terrible about my life is i'm 23 years old and still suffering through group projects..........,False,False,False,True,False,False,False,True,True,False,False,train,twitter,False,False,False,False,True,True,False,False,True,True,False,False,0
2017-En-41201,"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..'  #blm",True,False,False,False,False,False,False,True,True,False,False,train,twitter,True,True,False,False,False,False,False,False,True,True,False,False,0
2017-En-21115,@casillasbreanna awe thanks girl 😊😊,False,False,False,False,True,True,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-40338,That AK47 leave your spine with a frown,True,False,True,True,False,False,False,True,False,False,False,train,twitter,True,True,True,True,True,True,False,False,False,True,False,False,0
2017-En-41011,Candace &amp; her pout are getting right on my tits #GBBO,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-31217,Watching driven by food and @andrewzimmern going to Devon Ave to eat nihari makes me gleeful af,False,False,False,False,True,True,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-21113,Some serious hip shaking going on tonight 😜,False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-40863,@AmontanaW I nearly dropped my phone into the sink HAHAHAHA,False,False,False,True,True,False,True,False,False,False,False,train,twitter,False,False,False,False,True,True,True,True,False,False,False,False,0
2017-En-20938,I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? 😂😂,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-40448,"@kikibug13 Don't look. You'll only be very, very unhappy. \n\n(NNGH. I got the email notif THANK YOU.)",False,False,False,False,True,False,False,False,True,False,False,train,twitter,False,False,False,False,False,False,True,True,True,True,False,False,0
2017-En-20133,@prw190 #zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children,False,False,True,True,False,False,False,False,True,False,False,train,twitter,False,False,True,True,True,True,False,False,True,True,False,False,0
2017-En-30414,"@Chr1sMcLaughlin he's brilliant, lost the joyous plot with us that year. Admits being a fan now after that.",False,False,False,False,True,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-30167,Look forward to the detours because they bring delightful surprises. #lifequote ,False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-10906,Just joined #pottermore and was sorted into HUFFLEPUFF 😡😡😡 #fuming,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-20665,No @Chrishilly1987 for MOS 😡  #shocking Leads from the front 💪🏻,True,False,False,False,False,False,False,False,False,True,False,train,twitter,True,True,False,False,False,False,False,False,False,False,True,True,0
2017-En-11603,@laray_jenkins2 @SportsInsights yeah I know it unless our offense can get something going. That's a big if,False,True,True,False,False,False,False,True,False,True,False,train,twitter,False,False,True,True,False,False,False,True,False,True,True,True,0
2017-En-40007,my life in one word is depressing,False,False,True,False,False,False,False,True,True,False,False,train,twitter,False,False,True,True,False,False,False,False,True,True,False,False,0
2017-En-41507,Well I won't be doing a unboxing of the iPhone 7 plus on my channel until November sadly. Thank you @TMobile @Apple Staten Island NY smh,False,False,False,False,False,False,False,True,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-10570,Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed,True,False,False,False,True,False,True,False,False,False,False,train,twitter,True,True,False,False,False,False,True,True,False,False,False,False,0
2017-En-21444,Patriot rookie QB Jacoby Brissett  to start vs Houston tomorrow nite.\n\n'Been a learning process since I got here.Gotta be ready to go.',False,True,False,False,True,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-41310,Special thanks to @hamsterwatch &amp; @UgotBronx for keeping us updated &amp; entertained this dismal BB season 💕,False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-30856,Each day is what you make of it! #goals #challenges #business #goals #optimism #happy #success #photographer #photography #ThursdayThoughts,False,True,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-22037,Being shy is the biggest struggle of my life. 🙄,False,False,False,True,False,False,False,True,True,False,False,train,twitter,False,False,False,False,True,True,False,False,True,True,False,False,0
2017-En-10368,#Hudcomedy #AdamRowe  #insult Slutfaceshlongnugget,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-21346,penny dreadful just cleaved off a fraction of my heart,False,False,False,False,False,False,False,False,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-41463,"Well, I had hopes for today. No go. #unhappy",True,True,False,False,False,False,False,True,True,False,False,train,twitter,True,True,False,False,False,False,False,True,True,True,False,False,0
2017-En-31098,"Yes Mourinho, you really should stop speaking about refs! And try cheering up a bit.",False,True,True,False,True,False,True,False,False,False,False,train,twitter,False,False,True,True,False,False,True,True,False,False,False,False,0
2017-En-20018,I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death,True,False,False,True,False,False,False,True,True,False,False,train,twitter,True,True,False,False,True,True,False,False,True,True,False,False,0
2017-En-20222,@GeneralBakshi Only Indian seems to be afraid of War is @sardesairajdeep n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay,True,True,True,True,False,False,False,False,False,False,False,train,twitter,True,True,True,True,True,True,False,True,False,False,False,False,0
2017-En-11526,"Okay you've annoyed me, you haven't done a good job there at all. #furious",True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-20410,@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...,True,False,False,False,True,False,False,True,True,False,False,train,twitter,True,True,False,False,False,False,True,True,True,True,False,False,0
2017-En-30793,"@david_garrett Quite saddened.....no US dates, no joyous anticipation of attending a DG concert (since 2014). Happy you are keeping busy.",False,False,False,False,False,False,True,False,True,False,False,train,twitter,False,False,False,False,False,False,False,True,True,True,False,False,0
2017-En-21178,Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. ,False,True,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-30458,me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n #pictureday2016  #ornot,False,True,False,False,False,False,False,False,True,False,False,train,twitter,False,False,False,False,False,False,False,True,True,True,False,False,0
2017-En-21982,"@joeyskawaii i know i don't know u, but physiatrists are seriously the number one best thing for people with anxiety.",False,False,False,True,False,False,True,False,False,False,False,train,twitter,False,False,False,False,True,True,False,True,False,False,False,False,0
2017-En-20781,@isthismike_p that nigga is horrible bro,True,False,True,True,False,False,False,False,False,False,False,train,twitter,True,True,True,True,True,True,False,False,False,False,False,False,0
2017-En-10753,"@Klipto the orange one is #poisonous and #bitter. You shouldn't judge the #blue one by how it looks but by how it tastes, #delicious.",True,True,False,False,True,False,True,False,False,False,False,train,twitter,True,True,False,False,False,False,True,True,False,False,False,False,0
2017-En-31613,It was very hard to stifle my laughter after I overheard this comment. It really is amazing in the worst ways.,False,False,False,False,True,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-20907,"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? ",True,False,False,False,False,False,False,False,False,False,False,train,twitter,True,True,False,False,False,False,False,False,False,False,False,False,0
2017-En-41076,"@John_Hanna he has become so dreary, also, yes...",False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-20463,so I picked up my phone!!!' #shocking 😳,False,False,True,False,False,False,False,False,True,True,False,train,twitter,False,False,True,True,False,False,False,False,True,True,True,True,0
2017-En-30124,@ArtyBagger With or without cake seeing your wee cheery face is always a joy xx,False,False,False,False,True,True,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-41476,@MUTGuru I know guys that sink $1000s into the game and only to build a team and play solos. But this hear you make nothing on solos.,False,True,True,False,False,False,False,False,True,False,False,train,twitter,False,False,True,True,False,False,False,True,True,True,False,False,0
2017-En-40315,@British_Airways #lost #bag #stillwaiting go home in2days. DM'd you my info and have rung 9times a day. What more can I do? #wheresmybag,True,False,True,False,False,False,False,False,True,False,False,train,twitter,True,True,True,True,False,False,False,False,True,True,False,False,0
2017-En-41187,The most depressing part of being ill is that your taste goes 😫,False,False,True,False,False,False,False,False,True,False,False,train,twitter,False,False,True,True,False,False,False,False,True,True,False,False,0
2017-En-41370,"@PunishedSnek in the final analysis, the non-white global majority will not fret over the ethnic origin of our corpses.",False,False,False,False,False,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,False,False,False,False,False,False,1
2017-En-22032,Just over a week until I start my new job in F1! Looking forward to it and cacking myself at the same time! #nervous,False,True,False,True,False,False,False,False,False,False,False,train,twitter,False,False,False,False,True,True,False,True,False,False,False,False,0
2017-En-20769,I have no #alarm preset #life will #wakemeup,False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-40209,@el_tityboi bc it's a gloomy day Tony,False,False,False,False,False,False,False,True,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-11505,@Markk1872  Red heads are more fiery.,True,False,False,True,False,False,False,False,False,False,False,train,twitter,True,True,False,False,True,True,False,False,False,False,False,False,0
2017-En-10609,I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits 🔥🔥🔥,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-31600,semores: let's get this. #mirth #SAW #keepthetradition 💜💛⚛🏵🍇🍋🌼🐤🐥👚😈😈👾🧀,False,False,False,False,True,True,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-40359,@pandaflo22 We are sadden by this because we always strive to bring the best service to our customer. We will always be here for you. CM,False,True,False,False,False,False,True,False,True,False,True,train,twitter,False,False,False,False,False,False,False,True,True,True,False,True,0
2017-En-31441,Watching the NY Phil webcast.  Something missing.  Reminds me of a blithe Journey's End I once saw on Bway.  Might just be the Gershwin.,False,True,False,False,False,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,False,True,False,False,False,False,0
2017-En-11522,"tbh amy i don't know why you need to sort your life out, it's looks like your having a great time' thanks tiff 😂💜",False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-31104,@DavuuWart this is hilarious !!,False,False,False,False,True,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-20861,Jeans with fake pockets #horrible,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-11623,"I think it's time to change my #irate motif, now that #TalkLikeAPirate Day is over, but...Pirate Minion is so cute, I don't want to. 😟",True,False,False,False,False,False,False,False,True,False,False,train,twitter,True,True,False,False,False,False,False,False,True,True,False,False,0
2017-En-30740,#OneSimpleChange: Drink sparkling water instead of soft drinks to steer clear of fructose while still getting a refreshing carbonation kick.,False,False,False,False,False,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,False,False,False,False,False,False,1
2017-En-10342,@djddueces jojo at 12:30 and not midnight lets rage WRYYYYYY,True,False,True,False,False,False,False,False,True,False,False,train,twitter,True,True,True,True,False,False,False,False,True,True,False,False,0
2017-En-20275,@SherriEShepherd because #whitepeople are #afraid of large #blackmen?,False,False,True,True,False,False,False,False,False,False,False,train,twitter,False,False,True,True,True,True,False,False,False,False,False,False,0
2017-En-40317,My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!😢💞😩,False,False,False,False,True,False,False,False,True,False,False,train,twitter,False,False,False,False,False,False,True,True,True,True,False,False,0
2017-En-10764,Don't be bitter,False,False,True,False,False,False,True,True,True,False,False,train,twitter,False,False,True,True,False,False,False,True,True,True,False,False,0
2017-En-40031,@FlakeJay ring ring! #depression is here,False,False,True,True,False,False,False,True,True,False,False,train,twitter,False,False,True,True,True,True,False,False,True,True,False,False,0
2017-En-41260,This nigga doesn't even look for his real family 🙄😂 #sad,False,False,False,False,False,False,False,True,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-30861,@yungdoujin wouldn't that basically be sparkling water,False,False,False,False,False,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,False,False,False,False,False,False,1
2017-En-20438,PM #SheikhHasina in @UN speech terms #terrorism as global challenge and urges world leaders to work together to unroot it from everywhere.,False,True,False,True,False,False,True,False,False,False,False,train,twitter,False,False,False,False,True,True,False,True,False,False,False,False,0
2017-En-30761,"@TheVulcanSalute , just saw the Save The Day PSA. Why were you in obvious tears doing it? I'd have thought you'd be your cheerful self.",False,False,False,False,False,False,False,False,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-10516,@StrongestBeing ←would furrow and her face would redden as she protests; it would seem that being seen as unattractive in Wukong's eyes was→,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-40061,"My prayers are with the family, friends &amp; members of @VCFD  as you mourn the loss of Engineer Ryan Osler. #LODD #RIP",False,False,False,False,False,False,False,False,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-21155,If my concerns &amp; anxiety don't matter to you then I shall return the favor. #EyeMatter,True,False,False,True,False,False,False,False,False,False,False,train,twitter,True,True,False,False,True,True,False,False,False,False,False,False,0
2017-En-22218,Why does having anxiety drain some much of your energy  #sotired #needtosleepforhours,False,False,False,True,False,False,False,False,False,False,False,train,twitter,False,False,False,False,True,True,False,False,False,False,False,False,0
2017-En-20186,I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare,False,False,False,True,False,False,False,False,True,False,False,train,twitter,False,False,False,False,True,True,False,False,True,True,False,False,0
2017-En-30673,"don't be with some just because they try to drown you in gifts. be with someone who makes you truly happy, without the materialistic things.",False,False,False,False,True,False,True,False,False,False,True,train,twitter,False,False,False,False,False,False,True,True,False,False,False,True,0
2017-En-21628,"@BetteMidler @Adele @TheGarden @charitybuzz Also, apart from Skyfall, her music is dire and boring.",False,False,False,False,False,False,False,True,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-31175,*gets crushes on fictional and animated characters instead if real people*,False,False,False,False,False,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,False,False,False,False,False,False,1
2017-En-30894,"@PhilGlutting Hey There Phil Glutting thank you for following us, it's appreciated :) #smile",False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-40055,Too many gloomy days,False,False,False,False,False,False,False,True,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-30888,@tomlinmayniac starting my new challenge ! A glee poll every day !,False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-21534,#PeopleLikeMeBecause of some unknown reason but I try to discourage it,True,False,False,False,False,False,False,True,False,False,False,train,twitter,True,True,False,False,False,False,False,False,False,True,False,False,0
2017-En-41055,The weather changed from sunny and bright to gloomy just in time to match my afternoon mood. 😒,False,False,False,False,True,True,False,True,True,False,False,train,twitter,False,False,False,False,False,False,True,True,True,True,False,False,0
2017-En-41461,.@WotzupCapeTown - thanks for sharing! Surprise guests! @HumanJurgen &amp; visiting US Tenor Sax @CunninghamColin. #livemusic #capetown #blues,False,False,False,False,True,True,True,False,False,True,False,train,twitter,False,False,False,False,False,False,True,True,False,False,True,True,0
